pair_id,sample_role,tic_id,target_name,sector_or_product,event_time_btjd,depth_ppm,local_snr,duration_hours,fwhm_hours,ingress_duration_hours,egress_duration_hours,egress_ingress_ratio,skewness,kurtosis,delta_chi2_asym,n_points_window,edge_event,single_point_like,detector_version,n_lc_points,ml_score,quality_score,final_candidate_score,ranker_version
23,control,115598451,TIC 115598451,TIC 115598451,1766.0781212210566,14594.674110412598,35.662806820108,9.000103911201222,8.375147062683027,0.5000060096699599,8.500097901531262,16.99999147438636,-3.813044155514491,13.870495342854458,-224.9420819946829,32,False,False,phase3_v1,1111,0.9992758115339033,0.75,0.8996379057669517,phase4_v1
3,target,229012143,HD 203,TIC 229012143,1366.32740824016,801.6526699066162,3.963977919851635,0.1333355271744949,0.1140975768739736,0.0333338790023844,0.1000016481721104,3.0000003349432256,-0.2542359476793349,-0.0129450436174312,37.07322228737144,682,False,False,phase3_v1,18290,0.999040012710235,0.3910620822083457,0.6955846184369722,phase4_v1
24,target,381003375,HD 15115,TIC 381003375,1430.4110312935995,1275.9268283843994,3.647003395487683,0.0999981268560077,0.0647333052729663,0.0333327052139793,0.0666654216420283,2.0000003364284296,-0.0754193568801635,0.1951560015535789,-99.23885319156808,714,False,False,phase3_v1,14848,0.998947064855583,0.22411517298265152,0.625589635575729,phase4_v1
0,target,12377940,HR 9102,TIC 12377940,1378.1077781484776,1339.9720191955566,3.672372672267701,0.1666650471997854,0.130086964361908,0.0999990327836712,0.0666660144161142,0.6666665922692805,-0.4124624035620923,0.2166568175403975,2.892292665065156,675,False,False,phase3_v1,18297,0.998947064855583,0.17248750191470943,0.6051922599163523,phase4_v1
0,control,428612809,TIC 428612809,TIC 428612809,2887.246604441321,835.2994918823242,3.5508315188974473,0.0666673283885757,0.0394127517902234,0.0333336642106587,0.0333336641779169,0.9999999990177556,-0.1014610662374306,0.1613699503468857,-23.961776658686404,719,False,False,phase3_v1,19474,0.998947064855583,0.15978741835038512,0.59889681495692,phase4_v1
