pair_id,sample_role,tic_id,target_name,sector_or_product,event_time_btjd,depth_ppm,local_snr,duration_hours,fwhm_hours,ingress_duration_hours,egress_duration_hours,egress_ingress_ratio,skewness,kurtosis,delta_chi2_asym,n_points_window,edge_event,single_point_like,detector_version,n_lc_points
12,control,444335503,TIC 444335503,TIC 444335503,2879.339676684507,17908.990383148193,29.54005058882242,1.1555610716277442,1.1496438519134244,0.5055579803629371,0.6500030912648072,1.285714233604173,-3.646690834299387,12.966155391322111,367.32025061512377,4316,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2881.748017706199,17715.096473693848,16.480220209144925,1.1500019926388632,1.145790179292817,0.6166677390501718,0.5333342535886914,0.8648648531706302,-3.181189596760737,9.83085997963901,111.63388931938243,3759,True,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2874.5322320879586,17551.541328430176,26.446683885490692,1.1777902463109058,1.1704149470424454,0.5666726735471457,0.6111175727637601,1.0784313436863067,-3.164791497319183,9.336806962389383,316.12190537779315,3417,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2858.904166709522,16805.440187454224,16.23664101586227,1.233365915431932,1.2276428093755385,0.6444614744541468,0.5889044409777853,0.9137930882161454,-3.211029189671883,10.366476648715686,-263.83910318447124,4314,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2861.3083938137142,16686.677932739258,14.867154953155632,1.2444741214058013,1.2405715620334377,0.6333484461574699,0.6111256752483314,0.964912251630261,-3.172566950325925,10.090848846865304,-200.5213362425693,4312,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2856.4980816388234,16668.766736984253,17.24493057111053,1.14447750834006,1.1397717648505932,0.6000173407846887,0.5444601675553713,0.907407387332071,-3.2054360119993115,10.348111097715575,-181.88669594626026,4316,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2868.5219631308664,16300.201416015625,12.981514320190263,1.1722420134174172,1.1668511960597243,0.594454484351445,0.5777875290659722,0.9719626048348233,-3.0879886050938894,9.915049387108306,-82.48022086685705,4315,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2854.094537325419,16209.48314666748,14.748553673688193,1.1889256206304708,1.181455685527908,0.6111299946787767,0.5777956259516941,0.9454545366495979,-3.1378083541943647,10.167712762513828,-81.09809916339191,4316,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2875.7364106602963,15888.631343841553,19.981882449588525,1.0944544976919133,1.0931615300396516,0.5500050588525482,0.544449438839365,0.9898989656117461,-3.444981607460788,11.772565411919787,29.171293941342356,4318,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2870.9245475838934,15815.675258636475,13.739551788100584,1.1889063200433156,1.1812782493689156,0.5388967970648082,0.6500095229785074,1.2061855377855155,-3.176825091325086,10.4685595610311,-58.76264351376767,4315,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2880.545468524945,15661.776065826416,36.73157853903205,1.1666703672381118,1.1644590512951254,0.5833351920009591,0.5833351752371527,0.9999999712621378,-3.5684767160050983,12.269707849244197,-55.45975897197786,4314,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2878.1403644806933,15626.192092895508,31.774877891720053,1.150007239633851,1.1487646300411143,0.5722258293353661,0.5777814102984848,1.0097087210648485,-3.5736521857272945,12.404298433958893,-12.283008475444603,4318,False,False,phase3_v1,107878
12,control,444335503,TIC 444335503,TIC 444335503,2873.330598165354,15480.220317840576,13.930446727432518,1.1500137607545184,1.1468934619770152,0.5444509642802586,0.6055627964742598,1.1122448782413095,-3.2747707784812894,10.94079813629488,-7.919090060110648,4319,False,False,phase3_v1,107878
13,control,380884414,TIC 380884414,TIC 380884414,2453.270218232855,1601.8152236938477,3.821687680829437,0.10000652481903671,0.05283762214821763,0.0333355082620983,0.06667101655693841,2.0000000009821903,0.11647017116374243,0.21554839074843235,2.2598828869977297,719,False,False,phase3_v1,13075
14,target,436544292,66 Psc,TIC 436544292,1765.7706016900424,1241.2071228027344,3.8260952261892176,0.06666710714671353,0.03378960589907365,0.03333355357062828,0.03333355357608525,1.000000000163708,0.06013956037108126,0.37468689806942024,0.07144083784066879,671,False,False,phase3_v1,13041
14,control,57920096,TIC 57920096,TIC 57920096,1778.2353017854798,953.67431640625,4.008860383218991,0.06666559838231478,0.030704118524226942,0.03333279359503649,0.03333280478727829,1.000000335772691,0.16312025994278068,0.7913128503651774,-9.800917909495297,690,False,False,phase3_v1,13030
14,control,57920096,TIC 57920096,TIC 57920096,1778.8283471143623,888.7052536010742,4.515786809068717,0.06666544190920831,0.04211581926938379,0.03333271536939719,0.03333272653981112,1.0000003351186306,0.21350135458956385,1.3988162360618261,-3.745894110231802,713,False,False,phase3_v1,13030
