event_time_btjd,depth,depth_ppm,local_noise,local_snr,n_points_window,window_start,window_end,is_single_point_like,ingress_duration_days,egress_duration_days,asymmetry_score
1421.2828784993026,0.010137677192687988,10137.677192687988,0.005144980823993683,1.9704013560965676,227,1421.0328784993026,1421.5328784993026,False,0.004166735513763342,0.00555564735441294,1.3333333339881588
1421.2606559096573,0.008453965187072754,8453.965187072754,0.00533011565208435,1.5860753760130548,211,1421.0106559096573,1421.5106559096573,False,0.004166735513763342,0.00555564735441294,1.3333333339881588
1421.299545441247,0.007452964782714844,7452.964782714844,0.005064122414588928,1.4717189223633382,239,1421.049545441247,1421.549545441247,False,0.004166735513763342,0.006944559192788802,1.6666666674306296
1421.242600054944,0.006558239459991455,6558.239459991455,0.005296137446165084,1.2383061290715283,198,1420.992600054944,1421.492600054944,False,0.0013889118376937404,0.002777823676751723,2.000000000982238
1421.224544199882,0.0053182244300842285,5318.2244300842285,0.0051007959008216855,1.0426263927218726,185,1420.974544199882,1421.474544199882,False,0.0013889118376937404,0.002777823676751723,2.000000000982238
